TITLE,COMPANY,LOCATION,LINK
Seasonal Sephora Beauty Advisor,JCPenney ( Del Amo Fashion Center),"Torrance, CA",https://www.indeed.com/viewjob?jk=74d6d6315c140b55
Senior E-commerce Merchandiser,Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=374c96229e648401
Retail Sales Kids' Apparel Topanga Plaza,Nordstrom,"Canoga Park, CA",https://www.indeed.com/viewjob?jk=52a94935bc1e3498
Technical Designer,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=dd1b7359699d16c5
Temporary Visual Merchandiser,rue21,"Culver City, CA",https://www.indeed.com/viewjob?jk=b6dc59dbd5d8c905
"Retail Store Manager- Northridge Fashion Center - Northridge, CA - SWAROVSKI",Swarovski,"Northridge, CA",https://www.indeed.com/viewjob?jk=d3973c2215d492bf
Video Editor,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=12d282abb3116511
Fashion Apparel Photoshoot Styling & Graphic Design Assistant,HYFVE,"Vernon, CA",https://www.indeed.com/viewjob?jk=a7a2ff832e73c589
Designer - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=4aa001ae9b82363a
Seasonal Visual Merchandiser-Nordstrom Brea,Nordstrom,"Brea, CA",https://www.indeed.com/viewjob?jk=64cd3e4787721004
Seasonal Visual Merchandiser Americana at Brand,Nordstrom,"Glendale, CA",https://www.indeed.com/viewjob?jk=d7819ed4ff8a49a8
Salesperson-Women's Trend Apparel-Nordstrom Brea,Nordstrom,"Brea, CA",https://www.indeed.com/viewjob?jk=1f73d46747a6f9a3
Creative Director,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=015706f8d64b8bba
Account Sales Executive,Cloud Ten Fashion,"Huntington Park, CA",https://www.indeed.com/viewjob?jk=b9d950b07f053ca8
Technical Denim Designer,Flying Monkey,"Pico Rivera, CA",https://www.indeed.com/viewjob?jk=798a98447d868e12
"Full-Time Faculty, Junior Studio",Otis College of Art and Design,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=1a0ce7d7eaa4469b
GRAPHIC DESIGNER - WHOLESALE WOMEN'S CLOTHING,Style Melody Fashion,"Vernon, CA",https://www.indeed.com/viewjob?jk=d88d86ef3de4c3aa
Product Development Coordinator - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=f251a1b2a27ba02a
Retail Sales Mens Apparel Del Amo,Nordstrom,"Torrance, CA",https://www.indeed.com/viewjob?jk=dfb1714e7fa7cfe9
Activewear Sample Maker - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=8985ebd7ce4a46f8
Technical Designer - Denim (Plus & Junior),Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=c60647140ca7b16c
Web UI/UX Designer,Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=8c19de9b048bfe61
Sportswear Designer,FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=6c916528e4baf016
Fashion Designer Assistant (Mandarin Chinese Preferred),FMMG Inc.,"Industry, CA",https://www.indeed.com/viewjob?jk=99dcf14c7352d4c7
Motion Graphic Designer,Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=7a2e380aea16ded0
Assistant Mens Designer,FAM Brands,"Bell, CA",https://www.indeed.com/viewjob?jk=d59c9cc7f46db936
ASSISTANT TECHNICAL DESIGNER - JOYRICH INC.,JOYRICH,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=9ed242aa4b5088fc
Assistant Designer,FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=59fab5beffbab3e4
"Legging Bar Sales Associate, Fabletics",TechStyle Fashion Group,"Cerritos, CA",https://www.indeed.com/viewjob?jk=7e17a40a3261a6dd
"Retail Part-Time Store Associate, Fabletics",TechStyle Fashion Group,"Torrance, CA",https://www.indeed.com/viewjob?jk=7a2a691cecceac56
Retail Sales Kids Apparel & Shoes Del Amo,Nordstrom,"Torrance, CA",https://www.indeed.com/viewjob?jk=6671e8dad27d3803
Associate Technical Designer,FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=094e10529ee4993e
system admin,Whole Sale Fashion Jewelry 21,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=f95b60ce82d708dc
Sr. Copywriter,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=4568f19a01207f33
designer,Whole Sale Fashion Jewelry 21,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=e2353da2312b6511
Retention Marketing Manager (Fashion/Ecommerce),Creative Circle,"Vernon, CA",https://www.indeed.com/viewjob?jk=67dadc0977d118c0
"Senior Manager, Quality Assurance",Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=64889cd2ec102138
Apparel Design Intern,Outerknown,"Culver City, CA",https://www.indeed.com/viewjob?jk=5e8d1e645e8af49b
Director of Social Media - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=e3daf3bc7d75af8e
Senior Data Scientist,Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=0ef5a9350734a1b2
Marketing Director @ Sustainable Apparel Brand,Wolven,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=ae94b271e4096d9c
Jr. Technical Designer - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=1adad39cb602d976
Product Designer II (Lifestyle Bags and Accessories),JR286,"Torrance, CA",https://www.indeed.com/viewjob?jk=8b07b2f07f97617e
"Senior Product Developer, Wovens",FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=10dd98ef4372e03d
Metalsmith | Jewelry Designer | Shop Manager,Everything Sacred,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=c44d1c67e290cc2c
Graphic Designer Specializing in Apparel,LiveGlam,"Burbank, CA",https://www.indeed.com/viewjob?jk=1f1fe5b636206d4f
web developer,Whole Sale Fashion Jewelry 21,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=e8bcac2735793e44
Associate Apparel Graphic & Textile Designer - Fabletics,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=3cbdf25fc70d48eb
Women’s Junior Apparel Designer,Outerknown,"Culver City, CA",https://www.indeed.com/viewjob?jk=2d05a89fc98d7948
"Retail Part Time Store Associate, Fabletics",TechStyle Fashion Group,"Brea, CA",https://www.indeed.com/viewjob?jk=1e90c05779753648
Director of Technical Design,Reformation,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=9c5778ae8e29056a
Creative Lead,Zensai Inc,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=a7221b961e7fefc2
"Design Director, Intimates",Torrid,"Industry, CA",https://www.indeed.com/viewjob?jk=2020a76ddb54c09b
QA Lead,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=bf2c346ac4780c63
ACCOUNTING,Whole Sale Fashion Jewelry 21,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=433039e41024e94c
"Director, Design - Shapewear",TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=01b12ae544a10817
Omni Channel Associate,JCPenney ( Del Amo Fashion Center),"Torrance, CA",https://www.indeed.com/viewjob?jk=ff8e00c46eb94d2c
Marketing and Social Media Manager - Apparel Industry,"Incremento, Inc.","Los Angeles, CA",https://www.indeed.com/viewjob?jk=30dad07e9b7857a7
Product Designer II (Team Sports),JR286,"Torrance, CA",https://www.indeed.com/viewjob?jk=07ecc37c76a683c8
Senior Product Developer,FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=4336ea8c8e59c649
"Senior Manager, Technical Design – JustFab & ShoeDazzle Footwear",TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=21aabac2689d1031
Data Analytics Engineer- Data Warehouse,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=dc5aae651144936e
Maintenance Technician I (3rd Shift),Fashion Nova - Careers,"Santa Fe Springs, CA",https://www.indeed.com/viewjob?jk=9dcf7a99328946e1
Retail Sales Women's Apparel Santa Monica,Nordstrom,"Santa Monica, CA",https://www.indeed.com/viewjob?jk=1532bd2d84bb666d
Operation Assistant,HT Window Fashions,"Industry, CA",https://www.indeed.com/viewjob?jk=94902437f12d3f48
Compensation Analyst,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=0dc73c9deb0de27d
Graphic Designer / Social Media / Production Intern,7 Hollywood Magazine,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=31fc85fc6a9ae46f
Director of Digital Product,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=abe0615f17af4104
Alternative Apparel Retail Associate,Hanesbrands,"Venice, CA",https://www.indeed.com/viewjob?jk=a6528cb9b0ac9328
Enterprise Application Product Manager (NetSuite),Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=e5fc18afa5b5a342
Assistant Denim Designer,Just Panmaco Inc.,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=7f47e219eee18a1d
Delivery Driver Helper/Furniture Mover,Fashion Furniture,"La Mirada, CA",https://www.indeed.com/viewjob?jk=324f1299686bbc03
Sr. Graphic Designer - Savage X Fenty,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=3934efb9b09abf74
Technical Designer,Reformation,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=96299a4ef9d534c4
Retention Marketing Manager (Fashion/Ecommerce),Creative Circle,"Vernon, CA",https://www.indeed.com/viewjob?jk=67dadc0977d118c0
Senior Graphic Designer,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=3fac1ccd9fab7722
"Part-Time Legging Bar Sales Lead, Fabletics",TechStyle Fashion Group,"Torrance, CA",https://www.indeed.com/viewjob?jk=303f66b9c610d8b3
Denim Designer,Just Panmaco Inc.,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=975f5a86a1e4164d
Salesforce Service Cloud Administrator,Fashion Nova - Careers,"Vernon, CA",https://www.indeed.com/viewjob?jk=7ad1970758fbc1be
Assistant Store Manager - Piercing Pagoda - Northridge Fashion Center,Signet Jewelers,"Northridge, CA",https://www.indeed.com/viewjob?jk=df58558a64b66d4f
Digital Graphic Design Art Director for High End Fashion Brand,AS by DF,"Torrance, CA",https://www.indeed.com/viewjob?jk=dfd3baec0358efa2
Data Analytics Engineer,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=4215c192ea7c22c8
Driver/Furniture Mover,Fashion Furniture,"La Mirada, CA",https://www.indeed.com/viewjob?jk=0fcb8d593833c480
Senior Product Designer (Technical Packs & Bags),JR286,"Torrance, CA",https://www.indeed.com/viewjob?jk=d1b477311c065a4f
Digital Media Buyer,Beautycon Media,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=8b9ffed672ee974c
"CAD Fine Jewelry Designer (Atlanta, GA)",Icebox Diamonds & Watches,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=cec2385ebf6b39c6
Product Developer,FAM Brands,"Los Angeles, CA",https://www.indeed.com/viewjob?jk=20defb5c0d4b2c22
Assistant Store Manager - Zales - Del Amo Fashion Square,Signet Jewelers,"Torrance, CA",https://www.indeed.com/viewjob?jk=4c9087ebbd3ae0d2
Alternative Apparel Retail Associate,"Hanesbrands, Inc.","Venice, CA",https://www.indeed.com/viewjob?jk=062e617572679fa3
"Director, Technical Accounting & Financial Reporting",TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=02353f1b04978dc9
"Assistant Store Manager - Alternative Apparel - Venice Beach, CA","Hanesbrands, Inc.","Venice, CA",https://www.indeed.com/viewjob?jk=75d237592d6d5061
Principal Product Manager,TechStyle Fashion Group,"El Segundo, CA",https://www.indeed.com/viewjob?jk=75d0f7ad880b636d
Software Engineering Java/ Python,"JPMorgan Chase Bank, N.A.","Bournemouth, UK",https://stackoverflow.com/jobs/456152
Python Developer,MUFG Investor Services FinTech LimitedviaWork in Lithuania,"Vilnius, Lithuania",https://stackoverflow.com/jobs/451385
"Python/Django Developer, Lausanne",MoneyPark,"Lausanne, Switzerland",https://stackoverflow.com/jobs/443600
Python Software Engineer,bloomon,"Amsterdam, Netherlands",https://stackoverflow.com/jobs/286140
Backend Developer – Python/Django,5 Monkeys Agency AB,"Göteborg, Sweden",https://stackoverflow.com/jobs/443603
Python Software Developer,"Old Mission Capital, LLC","Chicago, IL",https://stackoverflow.com/jobs/237203
Senior Software Engineer - Python,YouGov,"Warsaw, Poland",https://stackoverflow.com/jobs/422635
Senior Python Back End Engineer (Remote),Loadsmart,No office location,https://stackoverflow.com/jobs/430974
Python Developer (Django),Mako Medical,"Raleigh, NC",https://stackoverflow.com/jobs/455012
Senior Backend Software Engineer (Python/Django),Chaturbate,"Los Angeles, CA",https://stackoverflow.com/jobs/448419
Mid-level Python and Django software developer,Eligible.ai,"London, UK",https://stackoverflow.com/jobs/447951
Lead Software Engineer - Python - ASOS AI,ASOS,"London, UK",https://stackoverflow.com/jobs/455785
Mid-Level Backend Software Engineer (Python / Django),"Tivix, Inc.","Wrocław, Poland",https://stackoverflow.com/jobs/420639
Python Software Engineer - Glasgow - Associate,"JPMorgan Chase Bank, N.A.","Glasgow, UK",https://stackoverflow.com/jobs/445241
Senior Python Engineer,Bulb Energy,"London, UK",https://stackoverflow.com/jobs/396265
Experienced Full-Stack Engineer (Python/Django),CareSolace Inc.,"Encinitas, CA",https://stackoverflow.com/jobs/452576
Python developer for VoIP service provider,TelSmart,"Zagreb, Croatia",https://stackoverflow.com/jobs/435753
senior python developer,HaysviaHays PLC,"London, UK",https://stackoverflow.com/jobs/387197
Backend Developer – Python/Django,5 Monkeys Agency AB,"Stockholm, Sweden",https://stackoverflow.com/jobs/443604
Senior Software Engineer - Fullstack Python / React,StyleSeat,No office location,https://stackoverflow.com/jobs/451027
Senior Python Developer,scoutbee GmbH,"Berlin, Germany",https://stackoverflow.com/jobs/432930
Senior Backend Engineer (Python/Django),Financial Technology Partners,"San Francisco, CA",https://stackoverflow.com/jobs/446918
Backend Software Engineer (Python),Finsera,No office location,https://stackoverflow.com/jobs/359294
Senior Python Developer,YouGov,"Bengaluru, India",https://stackoverflow.com/jobs/400054
Python Developer,De La Rue North America Holdings,"Logan, UT",https://stackoverflow.com/jobs/431392
Python Software Engineer - Glasgow - Associate,"JPMorgan Chase Bank, N.A.","Glasgow, UK",https://stackoverflow.com/jobs/445241
Python Developer,MUFG Investor Services FinTech LimitedviaWork in Lithuania,"Vilnius, Lithuania",https://stackoverflow.com/jobs/451385
Software Engineering Java/ Python,"JPMorgan Chase Bank, N.A.","Bournemouth, UK",https://stackoverflow.com/jobs/456152
"Python/Django Developer, Lausanne",MoneyPark,"Lausanne, Switzerland",https://stackoverflow.com/jobs/443600
Python Software Engineer,bloomon,"Amsterdam, Netherlands",https://stackoverflow.com/jobs/286140
Python Software Developer,"Old Mission Capital, LLC","Chicago, IL",https://stackoverflow.com/jobs/237203
Backend Developer – Python/Django,5 Monkeys Agency AB,"Göteborg, Sweden",https://stackoverflow.com/jobs/443603
Senior Software Engineer - Python,YouGov,"Warsaw, Poland",https://stackoverflow.com/jobs/422635
Mid-level Python and Django software developer,Eligible.ai,"London, UK",https://stackoverflow.com/jobs/447951
Senior Python Back End Engineer (Remote),Loadsmart,No office location,https://stackoverflow.com/jobs/430974
Python Developer (Django),Mako Medical,"Raleigh, NC",https://stackoverflow.com/jobs/455012
Lead Software Engineer - Python - ASOS AI,ASOS,"London, UK",https://stackoverflow.com/jobs/455785
Mid-Level Backend Software Engineer (Python / Django),"Tivix, Inc.","Wrocław, Poland",https://stackoverflow.com/jobs/420639
Senior Backend Software Engineer (Python/Django),Chaturbate,"Los Angeles, CA",https://stackoverflow.com/jobs/448419
Experienced Full-Stack Engineer (Python/Django),CareSolace Inc.,"Encinitas, CA",https://stackoverflow.com/jobs/452576
Senior Python Developer,scoutbee GmbH,"Berlin, Germany",https://stackoverflow.com/jobs/432930
Senior Python Engineer,Bulb Energy,"London, UK",https://stackoverflow.com/jobs/396265
Python developer for VoIP service provider,TelSmart,"Zagreb, Croatia",https://stackoverflow.com/jobs/435753
senior python developer,HaysviaHays PLC,"London, UK",https://stackoverflow.com/jobs/387197
Backend Developer – Python/Django,5 Monkeys Agency AB,"Stockholm, Sweden",https://stackoverflow.com/jobs/443604
Senior Backend Engineer (Python/Django),Financial Technology Partners,"San Francisco, CA",https://stackoverflow.com/jobs/446918
Backend Software Engineer (Python),Finsera,No office location,https://stackoverflow.com/jobs/359294
Senior Software Engineer - Fullstack Python / React,StyleSeat,No office location,https://stackoverflow.com/jobs/451027
Senior Python Developer,YouGov,"Bengaluru, India",https://stackoverflow.com/jobs/400054
Python Software Engineer (40h/wk),Channable,"Utrecht, Netherlands",https://stackoverflow.com/jobs/265091
Senior Software Engineer -Python - Global Contact Center (f/m/d),Delivery Hero SE,"Berlin, Germany",https://stackoverflow.com/jobs/454976
Python Software Engineer (40h/wk),Channable,"Utrecht, Netherlands",https://stackoverflow.com/jobs/265091
Python Developer,De La Rue North America Holdings,"Logan, UT",https://stackoverflow.com/jobs/431392
Senior Full-stack web developer - Python,CBOE Global MarketsviaHays PLC,"London, UK",https://stackoverflow.com/jobs/355023
Senior Python Engineer,Tivix,"Wrocław, Poland",https://stackoverflow.com/jobs/420641
Python Software Engineer,Captivation Software,"Fort Meade, MD",https://stackoverflow.com/jobs/449506
Sr. Python Software Engineer,Global Reach Consulting LLC,"Reston, VA",https://stackoverflow.com/jobs/417839
Senior Python Backend Developer (m/f/x),Innoactive GmbH,"München, Germany",https://stackoverflow.com/jobs/412785
Wagestream - Lead Engineer - Financial Wellbeing - £80-100k - Python/Flask/AWS,Wagestream - Financial Wellbeing/Tech for GoodviaConfido Talent,"London, UK",https://stackoverflow.com/jobs/415332
Senior Backend Engineer - Python,APNATIME TECH PRIVATE LIMITED,No office location,https://stackoverflow.com/jobs/411044
Data engineer / Dev backend python,PandaScore,"Paris, France",https://stackoverflow.com/jobs/450829
Backend Engineer - Python (m/f/d),Laya Technologies,"München, Deutschland",https://stackoverflow.com/jobs/333801
Independent & Self-motivated Python Backend Developer,Seez,No office location,https://stackoverflow.com/jobs/394457
Senior Python Developer for Finance Tribe,Kiwi.com,"Prague, Czechia",https://stackoverflow.com/jobs/410395
(Senior) Full-Stack Software Engineer who loves Python,Advertima,"Berlin, Germany",https://stackoverflow.com/jobs/422932
Développeur·euse Python,leboncoin,"Paris, France",https://stackoverflow.com/jobs/455192
Senior Full Stack Software Engineer – Python/JavaScript (m/f/d),CeleraOne GmbH,"Berlin, Deutschland",https://stackoverflow.com/jobs/449456
Senior Backend Software Engineer (Python),"Curative, Inc",No office location,https://stackoverflow.com/jobs/408170
Senior Software Engineer (GO/PHP/Python/JS),Thycotic,No office location,https://stackoverflow.com/jobs/439763
Software Engineering - Python,"JPMorgan Chase Bank, N.A.","Glasgow, UK",https://stackoverflow.com/jobs/456471
Python/ElasticSearch Developer (Remote),X-Team,No office location,https://stackoverflow.com/jobs/439738
Software Developer (Java / Javascript / Python) - progress to SDET,Nominet,"Oxford, UK",https://stackoverflow.com/jobs/445445
Python Developer,Flow Traders,"Amsterdam, Netherlands",https://stackoverflow.com/jobs/192630
Python/Django Software Developer (m/f/d),ClimatePartner,"München, Deutschland",https://stackoverflow.com/jobs/361172
Senior Backend Engineer - Python + AWS,Babbel (Lesson Nine GmbH),"Berlin, Germany",https://stackoverflow.com/jobs/446559
Senior Python Developer,"Findaway World, LLC","Cleveland, OH",https://stackoverflow.com/jobs/433593
